,R_PFK,R_PFL,R_PGI,R_PGK,R_PGL,R_ACALD,R_AKGt2r,R_PGM,R_PIt2r,R_ALCD2x,R_ACALDt,R_ACKr,R_PPC,R_ACONTa,R_ACONTb,R_ATPM,R_PPCK,R_ACt2r,R_PPS,R_ADK1,R_AKGDH,R_ATPS4r,R_PTAr,R_PYK,R_BIOMASS_Ecoli_core_w_GAM,R_PYRt2,R_CO2t,R_RPE,R_CS,R_RPI,R_SUCCt2_2,R_CYTBD,R_D_LACt2,R_ENO,R_SUCCt3,R_ETOHt2r,R_SUCDi,R_SUCOAS,R_TALA,R_THD2,R_TKT1,R_TKT2,R_TPI,R_EX_ac_e,R_EX_acald_e,R_EX_akg_e,R_EX_co2_e,R_EX_etoh_e,R_EX_for_e,R_EX_fru_e,R_EX_fum_e,R_EX_glc__D_e,R_EX_gln__L_e,R_EX_glu__L_e,R_EX_h_e,R_EX_h2o_e,R_EX_lac__D_e,R_EX_mal__L_e,R_EX_nh4_e,R_EX_o2_e,R_EX_pi_e,R_EX_pyr_e,R_EX_succ_e,R_FBA,R_FBP,R_FORt2,R_FORt,R_FRD7,R_FRUpts2,R_FUM,R_FUMt2_2,R_G6PDH2r,R_GAPD,R_GLCpts,R_GLNS,R_GLNabc,R_GLUDy,R_GLUN,R_GLUSy,R_GLUt2r,R_GND,R_H2Ot,R_ICDHyr,R_ICL,R_LDH_D,R_MALS,R_MALt2_2,R_MDH,R_ME1,R_ME2,R_NADH16,R_NADTRHD,R_NH4t,R_O2t,R_PDH
rpoB__wt_031__1,0.6187399,0.95164704,0.9615292,0.95187753,0.9051361,0.953562,0.9484869,0.93332875,0.9487411,0.95696443,0.53442806,0.9447713,0.98887074,0.95230114,0.9764727,0.9742287,0.999933,0.9488593,0.9893101,0.93566924,0.97626185,0.9783699,0.9508708,0.9761732,0.99311835,0.9627645,0.9535186,0.6194117,0.9814059,0.58946174,0.9631171,0.96668506,0.9413964,0.9688049,0.96080816,0.9407305,0.9648095,0.9741026,0.96917725,0.96390325,0.9727373,0.97561175,0.93159896,0.22998345,0.0,0.22998345,0.0,0.22998345,0.41186413,0.25452736,0.4153749,0.25450963,0.3948599,0.25061074,0.5278537,0.30545923,0.22998345,0.41594034,0.30342606,0.530407,0.22998345,0.22111589,0.22411048,0.9650479,0.9459179,0.9800189,0.2897494,0.9630206,0.95544547,0.9445368,0.95299065,0.972824,0.99271053,0.9320797,0.9669589,0.9538674,0.9693211,0.9321112,0.93991095,0.96272707,0.94441664,0.962536,0.9869853,0.9451594,0.9530596,0.93946177,0.92680955,0.96574926,0.8326845,0.9242149,0.86161196,0.76892114,0.53511566,0.94495845,0.94549036
rpoB__wt_044__1,0.5477015,0.9496675,0.9639401,0.9552971,0.90713865,0.957192,0.95063657,0.9533079,0.9510749,0.9610054,0.7077527,0.94455487,0.8278796,0.95106506,0.9742716,0.9756947,0.9980009,0.95012945,0.99211776,0.93823725,0.97850364,0.9807209,0.9518887,0.9792113,0.9958859,0.9636983,0.95731586,0.7511052,0.9816113,0.7145421,0.96070856,0.9693201,0.9428958,0.9723079,0.9601287,0.94317496,0.95559,0.97205234,0.974303,0.96908027,0.9771316,0.9798285,0.93603766,0.2294604,0.0,0.2294604,0.0,0.2294604,0.3970303,0.26561072,0.31693193,0.26559106,0.42946944,0.3001944,0.42285895,0.38260043,0.2294604,0.31751966,0.3804107,0.6065924,0.2294604,0.220613,0.2236008,0.96974075,0.9493982,0.98183936,0.28050643,0.8003172,0.95456004,0.9418442,0.95411974,0.9773576,0.9999332,0.93112946,0.9718283,0.95535415,0.97400624,0.9354578,0.943118,0.9393085,0.9476134,0.9628197,0.9857608,0.93614185,0.95097464,0.9360534,0.9221621,0.9646222,0.90713274,0.9239843,0.9182269,0.92803353,0.7085331,0.9455868,0.94498336
rpoB__wt_lb__1,0.5787617,0.9522972,0.9592319,0.9518889,0.90630406,0.9540304,0.94577664,0.9520126,0.9480025,0.95674103,0.32952282,0.9423005,0.9866233,0.9513531,0.9748443,0.973908,0.99993324,0.94670314,0.98951846,0.9303684,0.97647345,0.9758277,0.9480614,0.97507,0.9921781,0.95996207,0.9485757,0.71558315,0.98205966,0.7016451,0.96359724,0.9641429,0.93757594,0.9653324,0.9571729,0.93628633,0.9651616,0.97154474,0.97000396,0.96054703,0.9722534,0.97440463,0.9311221,0.22913162,0.0,0.22913162,0.0,0.22913162,0.4298453,0.17786825,0.5550016,0.1778486,0.4822334,0.3459851,0.7296626,0.1754775,0.22913162,0.55555904,0.17364421,0.40011227,0.22913162,0.2202969,0.22328041,0.96494967,0.9388164,0.9758689,0.30180562,0.97360575,0.89625823,0.947184,0.9512019,0.9685966,0.9880797,0.92892766,0.9543543,0.95104295,0.9610887,0.9242895,0.9375779,0.970795,0.9450838,0.84936804,0.98492736,0.9425949,0.9554613,0.9420335,0.93089443,0.9684788,0.95530033,0.92297244,0.9027788,0.9040586,0.3300979,0.93822956,0.9414074
rpoB__wt_lb__2,0.61491406,0.9522504,0.95925945,0.9517202,0.9062486,0.9535544,0.9455222,0.952327,0.94763136,0.95629597,0.32118154,0.94214433,0.9862136,0.951239,0.9748114,0.97358984,0.99993324,0.9465198,0.98919475,0.9303002,0.9763275,0.97528464,0.9481223,0.97487617,0.9919992,0.9598899,0.9486879,0.70103574,0.98190683,0.69217277,0.9632795,0.96378815,0.93724054,0.9655615,0.9571247,0.9362468,0.96532196,0.9714865,0.9702296,0.96026105,0.9725019,0.97467,0.93156886,0.22925267,0.0,0.22925267,0.0,0.22925267,0.42473656,0.18664841,0.5501082,0.1866268,0.48104864,0.33725584,0.7200303,0.16806625,0.22925267,0.55066204,0.16623789,0.39283934,0.22925267,0.22041328,0.22339836,0.96529245,0.9387036,0.9758385,0.2982494,0.9738628,0.90161586,0.9470776,0.9510976,0.9685054,0.9880223,0.9292338,0.9543105,0.9510289,0.9608973,0.924171,0.93757635,0.9709916,0.94518834,0.8359754,0.9850608,0.9428847,0.955481,0.94195974,0.9310641,0.9685623,0.9552139,0.92295533,0.89369756,0.88158244,0.3217491,0.9385897,0.9417437
rpoB__rpoBE546V_031__1,0.38239145,0.94959575,0.9624065,0.95323247,0.90522265,0.9569064,0.95033646,0.9527132,0.95068127,0.96013945,0.6183394,0.9434863,0.804571,0.9486141,0.97174317,0.97572273,0.99993336,0.9496918,0.9917528,0.934759,0.9755542,0.9813365,0.95084,0.97839737,0.9945567,0.9635175,0.9506382,0.7138986,0.9849575,0.709484,0.961415,0.9683553,0.9415288,0.9720077,0.95911664,0.9409959,0.95766467,0.9705557,0.97081244,0.96442664,0.97274834,0.9763125,0.9328525,0.22873339,0.0,0.22873339,0.0,0.22873339,0.42091566,0.3036696,0.41262928,0.303652,0.43798226,0.2247205,0.53473866,0.3446823,0.22873339,0.41321906,0.39501014,0.568186,0.22873339,0.21991402,0.22289234,0.96636844,0.94663703,0.98016864,0.29564968,0.87953657,0.9530816,0.9417365,0.9532207,0.9743844,0.9964926,0.9288905,0.96947217,0.95239776,0.96988755,0.9296136,0.9372004,0.96547496,0.94144654,0.95849353,0.9796181,0.93571323,0.9496036,0.93571126,0.9234629,0.9637781,0.84190583,0.92003393,0.89495134,0.81479913,0.74663466,0.94120353,0.9407411
rpoB__rpoBE546V_044__1,0.5047485,0.95054716,0.96426016,0.9547277,0.9067431,0.9570646,0.9499733,0.9548751,0.95108575,0.9603922,0.6112998,0.9449987,0.9465671,0.94958216,0.9718429,0.9760804,0.9999332,0.950158,0.9918748,0.93618166,0.97539645,0.9813891,0.95206255,0.97820115,0.99440634,0.96376485,0.95181096,0.7019112,0.98437464,0.6823746,0.96085405,0.96888685,0.9419581,0.97323835,0.95906544,0.94171834,0.95735747,0.9706322,0.9728472,0.9640322,0.97501516,0.97864926,0.93570995,0.22943741,0.0,0.22943741,0.0,0.22943741,0.38712785,0.28997147,0.38718483,0.28995377,0.4268556,0.22542001,0.4850704,0.3417612,0.22943741,0.38776466,0.36104822,0.5659705,0.22943741,0.22059089,0.2235784,0.96897334,0.94841075,0.98079556,0.27474508,0.81749964,0.9543346,0.9420387,0.95384717,0.97465545,0.9972641,0.9302086,0.9691659,0.953232,0.9697477,0.9310007,0.9372528,0.9385402,0.94225883,0.96019167,0.97842914,0.9349159,0.94970596,0.9351341,0.9242042,0.9634111,0.80484015,0.92124814,0.8521034,0.7517001,0.6613521,0.943959,0.94290745
rpoB__rpoBE546V_lb__1,0.49536628,0.9486838,0.95758754,0.95146656,0.90337515,0.9520102,0.94285816,0.9534945,0.94569176,0.9543745,0.35486224,0.9397664,0.98405033,0.94758284,0.9713567,0.97217023,0.9999335,0.94384766,0.9886225,0.926445,0.97367406,0.9727139,0.9459812,0.972751,0.98986816,0.95684636,0.9460673,0.7320532,0.98172516,0.7475883,0.96017087,0.9614048,0.9339251,0.96400374,0.95362556,0.93297666,0.9611643,0.96851724,0.9699448,0.95690894,0.9718163,0.9738247,0.93000615,0.22828385,0.0,0.22828385,0.0,0.22828385,0.37743932,0.16081853,0.5594817,0.16079701,0.4609912,0.3194742,0.7204547,0.19644515,0.22828385,0.5600351,0.19458541,0.4201725,0.22828385,0.21948181,0.22245428,0.96503633,0.9354739,0.97200596,0.26907516,0.96924275,0.8655485,0.94355434,0.94828093,0.96525925,0.9851435,0.92503506,0.9509542,0.9469805,0.9575074,0.91892,0.93402094,0.96741426,0.94188035,0.83134353,0.9814338,0.9374823,0.95179707,0.9380787,0.9292376,0.9674964,0.95080954,0.919227,0.8888902,0.85374856,0.35544696,0.93518054,0.93852264
rpoB__rpoBE546V_lb__2,0.42492813,0.94882566,0.95703954,0.95109934,0.9034938,0.9526816,0.9433992,0.95272845,0.9462804,0.95493776,0.36374274,0.9396409,0.9408344,0.94750905,0.97116244,0.9725767,0.9999336,0.944118,0.9891412,0.92659044,0.973608,0.97367835,0.9457725,0.97302985,0.9901335,0.9569751,0.9455694,0.7667716,0.98214424,0.7519006,0.96060055,0.96199137,0.9342809,0.9638314,0.9536485,0.93298966,0.96075094,0.968332,0.96936923,0.95719385,0.9712151,0.9731588,0.92927825,0.22802655,0.0,0.22802655,0.0,0.22802655,0.4083948,0.1592035,0.5665376,0.15918396,0.4725962,0.34367576,0.7407586,0.20324415,0.22802655,0.5670963,0.20137869,0.4266959,0.22802655,0.21923444,0.22220355,0.9641205,0.9352126,0.97222114,0.28731132,0.9685605,0.8742968,0.9433972,0.9483568,0.9651636,0.98524815,0.9244456,0.9511775,0.94709104,0.95756894,0.9187613,0.9338355,0.9669881,0.9415591,0.8420877,0.98073,0.9365194,0.9514744,0.9375723,0.9286669,0.9670994,0.9503043,0.9186363,0.90017307,0.87888527,0.36433265,0.934275,0.9377676
rpoB__rpoBE546V_glc__1,0.5182721,0.95107925,0.9676377,0.95478165,0.9057921,0.95751715,0.95086706,0.95649326,0.95063907,0.9606673,0.78789616,0.9426173,0.78006697,0.9499375,0.9729181,0.9753883,0.9999332,0.9484872,0.9924872,0.93557024,0.98196375,0.9828304,0.94990015,0.9790239,0.9977322,0.9628683,0.9600129,0.8435967,0.9827027,0.79517907,0.9587788,0.9685751,0.9403475,0.9749992,0.95775884,0.9403161,0.9577667,0.9691273,0.9776011,0.9708999,0.97949946,0.98253953,0.9361362,0.22940314,0.0,0.22940314,0.0,0.22940314,0.45989695,0.31917763,0.34982234,0.33310276,0.4406305,0.22539225,0.4997897,0.41348574,0.22940314,0.35038242,0.41120613,0.63720363,0.22940314,0.22055794,0.223545,0.97136366,0.94633734,0.978511,0.32439905,0.74610114,0.9577235,0.94055384,0.950081,0.9758167,0.9965747,0.9334793,0.9623239,0.9530012,0.9725899,0.932536,0.9422085,0.89798254,0.9510144,0.9602566,0.9876981,0.92831093,0.95173955,0.9336188,0.9242902,0.96916074,0.95810276,0.92695886,0.92151344,0.9685574,0.78872156,0.9466301,0.94507176
rpoB__rpoBE672K_glc__1,0.61289394,0.95063794,0.96581656,0.95619005,0.90790176,0.9579731,0.9507207,0.9596695,0.9520073,0.96106046,0.7405291,0.9459075,0.90474945,0.9501119,0.9725351,0.9768695,0.999933,0.9493908,0.9929545,0.9384423,0.98060906,0.98014015,0.9527737,0.9804573,0.9976475,0.9635567,0.96108806,0.7843883,0.9834521,0.75327253,0.96010685,0.9699777,0.94292647,0.97530913,0.9588006,0.9425443,0.9559871,0.97108495,0.97720647,0.9705904,0.9812651,0.9828886,0.9377822,0.22999433,0.0,0.22999433,0.0,0.22999433,0.416027,0.21135795,0.36631033,0.21133628,0.4759396,0.36000755,0.50866306,0.3958046,0.22999433,0.3668797,0.39355263,0.6202133,0.22999433,0.22112633,0.22412108,0.9730493,0.947986,0.9810228,0.2924564,0.7289442,0.95577437,0.9425561,0.9533746,0.97670406,0.99946016,0.93333936,0.9670243,0.9555399,0.9735379,0.934358,0.941766,0.8999421,0.9517413,0.9600458,0.98689014,0.92837834,0.952092,0.93386936,0.9254289,0.9691541,0.9596478,0.92860293,0.922582,0.9700762,0.741329,0.94828355,0.9488628
rpoB__rpoBE672K_glc__2,0.60768664,0.95088696,0.9659573,0.95603776,0.9078072,0.9580646,0.9505915,0.9595498,0.9519506,0.9611236,0.7421851,0.9456357,0.88683164,0.9500951,0.9724751,0.9769247,0.999933,0.94929343,0.9932773,0.93806607,0.9805116,0.98010385,0.9526833,0.9805569,0.99779,0.96367043,0.9610369,0.79682916,0.98345435,0.75378877,0.96024317,0.97001296,0.942882,0.9755085,0.95868117,0.9423857,0.9558999,0.9710057,0.97723,0.97047585,0.9811104,0.98284173,0.93745345,0.22993544,0.0,0.22993544,0.0,0.22993544,0.4254106,0.22024834,0.38025472,0.22022668,0.46721005,0.35635805,0.51953375,0.39641824,0.22993544,0.38082594,0.39416686,0.62076557,0.22993544,0.22106972,0.2240637,0.9727509,0.94799936,0.98096853,0.29874173,0.73301804,0.95626825,0.94264567,0.9533432,0.97657806,0.999283,0.9337366,0.96681213,0.9552007,0.9734225,0.9342566,0.94143426,0.8991424,0.9516512,0.9597862,0.9868068,0.92819774,0.95220274,0.93388236,0.92550117,0.9690754,0.95967585,0.92854244,0.9223004,0.9699775,0.74298483,0.9480683,0.948803
rpoB__rpoBE672K_lb__1,0.023238419,0.94131595,0.9530489,0.9455033,0.7425112,0.81917065,0.9395597,0.94535094,0.94040984,0.9490563,0.44601995,0.9348268,0.46473944,0.9425864,0.96470666,0.9673073,0.99993443,0.93577915,0.79848856,0.92086136,0.9704633,0.9690135,0.9401438,0.9679956,0.98621386,0.9500588,0.94210637,0.9681614,0.9135432,0.95711285,0.9507201,0.9558231,0.9253783,0.9597521,0.9431513,0.923998,0.94926643,0.95910627,0.9672341,0.9523684,0.9662432,0.9679532,0.9199148,0.22504868,0.0,0.22504868,0.0,0.22504868,0.40933663,0.21875808,0.5770662,0.21873301,0.4771086,0.40839198,0.7754487,0.2574348,0.22504868,0.57763296,0.25550115,0.47773516,0.22504868,0.21637139,0.21930173,0.9559561,0.92878294,0.96273834,0.28766748,0.95437723,0.9405718,0.935008,0.9397062,0.9595188,0.9814578,0.91877544,0.9427426,0.93648475,0.9503885,0.90885854,0.92607045,0.95478207,0.93961173,0.8438376,0.9759191,0.9149274,0.9421623,0.9267259,0.91921496,0.9627364,0.9459544,0.91327715,0.9060901,0.954036,0.44665036,0.9234582,0.9325037
rpoB__rpoBE672K_lb__2,0.029933196,0.9411532,0.95264655,0.9452221,0.7320892,0.81488836,0.93945706,0.9451026,0.9403437,0.948917,0.44822696,0.9348254,0.4531053,0.94252366,0.96463335,0.967378,0.9999345,0.9356793,0.7889758,0.9209112,0.9705371,0.9692997,0.9400835,0.96795434,0.98618215,0.9498903,0.94203407,0.96774614,0.90469176,0.9565381,0.95070755,0.955638,0.9251227,0.9597357,0.9429149,0.92381006,0.94901717,0.95897627,0.967033,0.95230347,0.96598834,0.96763825,0.91965455,0.2250001,0.0,0.2250001,0.0,0.2250001,0.40207818,0.21210743,0.5832501,0.2120843,0.47756842,0.4114147,0.7831761,0.25871685,0.2250001,0.58381873,0.2567798,0.47896388,0.2250001,0.21632467,0.21925439,0.95581335,0.9284456,0.96244764,0.28294098,0.9541943,0.9403591,0.935261,0.9396864,0.9592153,0.9811342,0.9186619,0.9425429,0.9365158,0.950324,0.9088242,0.9259881,0.95487857,0.939619,0.8453053,0.9757971,0.9148494,0.942381,0.92678416,0.91937697,0.9629314,0.9459564,0.9134308,0.9061258,0.9541596,0.44885722,0.92329544,0.932553
crp__wt_fru__1,0.62242115,0.9520952,0.9638942,0.95772916,0.90761536,0.96080476,0.9486524,0.9562091,0.950737,0.9632941,0.60319364,0.94404095,0.9899125,0.94873136,0.9709594,0.9749016,0.9999329,0.9487294,0.98767984,0.9366875,0.9789307,0.98154634,0.9504172,0.9788162,0.99437785,0.96285385,0.9562309,0.68001664,0.9814121,0.6346367,0.9613496,0.96738636,0.94175696,0.97127134,0.9588268,0.94086665,0.9623288,0.9709772,0.9767513,0.96537083,0.9809581,0.9830743,0.94001585,0.23044336,0.0,0.23044336,0.0,0.23044336,0.39244956,0.25089476,0.42863432,0.250877,0.4374979,0.26518506,0.54751694,0.33840737,0.23044336,0.42918706,0.33628327,0.56360954,0.23044336,0.22155805,0.22455865,0.9746292,0.94468254,0.97958416,0.27799678,0.80126816,0.95724356,0.9435751,0.95289075,0.9728052,0.9966599,0.933916,0.9607397,0.9539113,0.9678542,0.9320919,0.9395144,0.8926361,0.94695073,0.9606034,0.9837297,0.93333954,0.95307827,0.93636775,0.92908144,0.9693229,0.88809574,0.9272475,0.92117727,0.8678536,0.6039201,0.9479259,0.9481549
crp__wt_glyc__1,0.3981872,0.9476018,0.9583509,0.95153046,0.90120596,0.953938,0.94773066,0.9477092,0.94719565,0.95652914,0.6690801,0.9411465,0.69935524,0.95007384,0.9741553,0.97289586,0.9999336,0.9451669,0.98883307,0.93144983,0.9769846,0.9789177,0.9459343,0.9747782,0.99189276,0.958636,0.9515597,0.79115313,0.98060673,0.73131746,0.95944244,0.9635409,0.9365833,0.96707904,0.9558887,0.9354859,0.9604597,0.9692523,0.9689672,0.96251583,0.9715427,0.9737062,0.9283413,0.2279375,0.0,0.2279375,0.0,0.2279375,0.39612135,0.26582393,0.4658079,0.26580244,0.4919748,0.275544,0.60407,0.366184,0.2279375,0.46637806,0.36404198,0.58877915,0.2279375,0.21914881,0.22211678,0.96260756,0.9399496,0.9737043,0.27967376,0.96536076,0.9500035,0.9417069,0.94797474,0.96916246,0.9896356,0.9269061,0.9577866,0.95048773,0.9656478,0.92687684,0.9373643,0.9629825,0.9422419,0.95605266,0.9846037,0.9365657,0.9489452,0.93487084,0.9227256,0.96370107,0.9510657,0.9200388,0.91303873,0.9549651,0.6698377,0.9387702,0.9387897
crp__wt_glyc__2,0.38223526,0.94722337,0.9579341,0.9518566,0.9008579,0.9537419,0.94745564,0.9475727,0.94700676,0.9563142,0.6756742,0.9410913,0.68929285,0.94949704,0.97355705,0.972712,0.99993366,0.94483066,0.9886472,0.93142086,0.976426,0.97916806,0.94538885,0.9745036,0.9915767,0.9582639,0.9513336,0.7898576,0.97992337,0.7473467,0.9590504,0.9633128,0.9360931,0.96699756,0.95545155,0.93507826,0.9600321,0.96873844,0.9690195,0.9621926,0.9714649,0.9737268,0.92820454,0.22782628,0.0,0.22782628,0.0,0.22782628,0.42096582,0.27082512,0.46756548,0.27080366,0.4873767,0.22382735,0.6126085,0.36887425,0.22782628,0.46813536,0.36672547,0.5913413,0.22782628,0.2190419,0.2220084,0.96271366,0.9397993,0.9735297,0.29563844,0.9651103,0.94986784,0.94132745,0.94750834,0.9685628,0.98946303,0.9267017,0.957212,0.94989324,0.9653523,0.9263914,0.9368991,0.9622648,0.94206905,0.9555257,0.9840062,0.935935,0.9484412,0.93437177,0.9224959,0.9634143,0.95093936,0.9197226,0.9127845,0.9577584,0.67643535,0.9384234,0.93836874
crp__delar1_glyc__1,0.6324556,0.95880586,0.97127986,0.9553282,0.9130836,0.95736146,0.95033664,0.96381533,0.953856,0.96188354,0.5703699,0.9477702,0.99440163,0.9597111,0.98463327,0.9783326,0.99993235,0.9536312,0.99286973,0.8667904,0.98245674,0.9809468,0.95524067,0.9816331,0.99872273,0.96713775,0.964448,0.71600974,0.98461735,0.6556231,0.9664514,0.9722667,0.947426,0.9765361,0.96562976,0.94717735,0.94065976,0.9770971,0.9813427,0.97234625,0.98413986,0.9858349,0.9423628,0.2322419,0.0,0.2322419,0.0,0.2322419,0.57484025,0.13940284,0.32610556,0.13938095,0.40160432,0.31619596,0.53038335,0.32351327,0.2322419,0.32665664,0.32143027,0.55059046,0.2322419,0.22328725,0.22631127,0.9764326,0.949123,0.9887953,0.43489826,0.89794964,0.819015,0.94733447,0.95740724,0.9803519,0.99889183,0.93943626,0.9658048,0.9624366,0.9770772,0.94331974,0.9521172,0.95045996,0.95545757,0.972195,0.9985795,0.9541485,0.961798,0.9460055,0.93215275,0.97344047,0.85400003,0.9340229,0.9093772,0.8522871,0.57108015,0.9547274,0.95561075
crp__delar1_glyc__2,0.6261338,0.95899713,0.97102016,0.9561674,0.9124399,0.9583824,0.9494648,0.9630564,0.9546365,0.96252495,0.5294518,0.9485982,0.9941858,0.9573096,0.98229563,0.978629,0.99919885,0.9534764,0.99380505,0.900633,0.9820894,0.98126644,0.9548407,0.98280525,0.9985603,0.96699864,0.9618904,0.7797879,0.9845325,0.72237754,0.9660071,0.97383803,0.9465438,0.9747879,0.9645853,0.94606984,0.95463055,0.97555536,0.9823016,0.97145647,0.98406446,0.98593843,0.9426075,0.23148754,0.0,0.23148754,0.0,0.23148754,0.60172087,0.16665278,0.32114768,0.16663097,0.37598208,0.35666552,0.56609994,0.3031776,0.23148754,0.32170293,0.3011351,0.5296144,0.23148754,0.22256199,0.22557616,0.9759321,0.9470812,0.98819906,0.46788305,0.9529886,0.88207984,0.94390047,0.95620507,0.97986645,0.9999326,0.9380545,0.96268356,0.95990735,0.97535706,0.9401704,0.951075,0.97520036,0.95385516,0.9676233,0.9964603,0.95027184,0.9597884,0.9434364,0.9303624,0.9722675,0.88684505,0.93183774,0.92575186,0.86895823,0.53013986,0.9510036,0.9532702
crp__delar1ar2_glyc__1,0.6218737,0.9553364,0.96909535,0.9558177,0.91223747,0.9568397,0.9538292,0.9596798,0.9536629,0.9606305,0.6131573,0.9458436,0.99641913,0.9602066,0.9847398,0.97787917,0.99993265,0.9523319,0.9930126,0.9357289,0.98187786,0.9803113,0.9549284,0.9808955,0.997756,0.96547884,0.962916,0.80140936,0.9837871,0.7256827,0.9643143,0.97081053,0.9458337,0.9760095,0.96350026,0.94534254,0.96253574,0.9753757,0.98018056,0.97128785,0.9833217,0.98455757,0.93992966,0.23120053,0.0,0.23120053,0.0,0.23120053,0.40099582,0.13556331,0.32758838,0.1551748,0.45131788,0.30562598,0.4451009,0.3430942,0.23120053,0.32815287,0.3409928,0.56905216,0.23120053,0.22228605,0.22529648,0.973924,0.94954723,0.98438525,0.28318426,0.89120394,0.8354591,0.94699824,0.9564554,0.98033506,0.99851656,0.936232,0.9669128,0.9615197,0.9763244,0.9419617,0.95080686,0.9751004,0.9539837,0.97101253,0.996538,0.9523081,0.9597273,0.9460674,0.9292544,0.97030747,0.91386944,0.93011004,0.9171354,0.8526741,0.6138881,0.95116735,0.95113766
crp__delar1ar2_glyc__2,0.6219195,0.95532805,0.9688206,0.95599943,0.9123157,0.9569302,0.9536665,0.95953244,0.95367444,0.9607267,0.6119046,0.94615483,0.9963917,0.96019787,0.9847113,0.97791654,0.99993265,0.9523436,0.9930884,0.9360984,0.9818001,0.9803802,0.95490426,0.98077226,0.9976889,0.9653826,0.96281993,0.8010785,0.98387754,0.7253777,0.964329,0.9706386,0.94584394,0.97568065,0.9634834,0.9452498,0.96249515,0.9754767,0.9797702,0.97125053,0.98321414,0.98441625,0.9398532,0.23118222,0.0,0.23118222,0.0,0.23118222,0.40505952,0.13091446,0.33050334,0.14837568,0.4556885,0.31329563,0.44215643,0.34252635,0.23118222,0.33106974,0.34042516,0.56846845,0.23118222,0.22226843,0.22527865,0.97378147,0.94943637,0.98431325,0.28564525,0.8975677,0.82984585,0.94692326,0.9563539,0.9802297,0.99832654,0.93606865,0.9668243,0.9614416,0.97621936,0.9418633,0.9506286,0.9748647,0.9539675,0.9707732,0.99643725,0.9520921,0.95950675,0.94557655,0.9289293,0.9699811,0.9079945,0.930074,0.90410894,0.8563456,0.6126354,0.9510722,0.9510781
crp__delar1ar2_glyc__3,0.6216528,0.9559672,0.9691897,0.95581466,0.912586,0.9574804,0.9542718,0.9596293,0.9540856,0.9611841,0.62000096,0.94609386,0.9967934,0.96013236,0.98471963,0.9782787,0.99993265,0.9526239,0.9935056,0.9360304,0.98195076,0.98085546,0.9550046,0.9811882,0.99809265,0.96572757,0.963028,0.7968928,0.9841136,0.7134182,0.96480066,0.9712099,0.94602454,0.97633773,0.96373904,0.9454779,0.96282995,0.97563857,0.9799305,0.97158426,0.98307574,0.9844047,0.93972224,0.23120603,0.0,0.23120603,0.0,0.23120603,0.430247,0.14047249,0.34497797,0.15343556,0.4526239,0.31491634,0.4679122,0.3461604,0.23120603,0.34554642,0.34405503,0.5721079,0.23120603,0.22229132,0.22530185,0.9736104,0.9496847,0.9847731,0.30209786,0.8986425,0.8430806,0.9472901,0.95656925,0.9803009,0.998366,0.936375,0.9667456,0.96166337,0.9765001,0.9422594,0.9509186,0.97519886,0.95404005,0.9713307,0.9966429,0.95251495,0.9599323,0.9461473,0.9290864,0.96997005,0.91681457,0.9303104,0.90646785,0.8638987,0.62073773,0.9512989,0.9511444
crp__delar2_glyc__1,0.58270246,0.95482874,0.9693444,0.96045035,0.9118364,0.959347,0.94823647,0.9623044,0.95645106,0.9634751,0.48969957,0.9508017,0.991417,0.9491437,0.97165006,0.9798251,0.99786466,0.9547891,0.9940535,0.9363672,0.9769568,0.98276067,0.9534837,0.9856428,0.99728227,0.9668703,0.95620936,0.79609334,0.98232687,0.7303272,0.96465766,0.9817861,0.9454613,0.9726781,0.96095747,0.9453167,0.7811063,0.97025555,0.98187125,0.9692929,0.98684716,0.9878891,0.9450017,0.23123443,0.0,0.23123443,0.0,0.23123443,0.5583677,0.16225928,0.30770907,0.17175943,0.40544218,0.32925874,0.5150901,0.28222346,0.23123443,0.30825976,0.28019705,0.5084899,0.23123443,0.22231862,0.22532952,0.9769845,0.94561577,0.9863777,0.41726786,0.77671075,0.82228017,0.9412599,0.955423,0.9776521,0.99993265,0.93480235,0.96368706,0.9570096,0.9710221,0.9337921,0.94394594,0.94964284,0.9491615,0.8594944,0.9842146,0.9347647,0.95712054,0.9380569,0.9311239,0.9730228,0.813513,0.9290816,0.88655084,0.8378774,0.49036318,0.9493418,0.9498726
